model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
edge_transformer,shortest_path,50,12,0.5417143656932327,0.834707668097207,574.6726917522028,11.493453835044056,saved_models/edge_transformer_shortest_path_onein_reps100_best_model.pt,saved_models/edge_transformer_shortest_path_onein_reps100_final_model.pt
