model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
edge_transformer,shortest_path,ood_size,10025021,100,250,2.5,16,1,20.0,17,0.15,2,0,0,1,1,0.044800558127462864,0.05070194602012634,0.002113455906510353
edge_transformer,shortest_path,ood_size,10025022,100,250,2.5,17,1,43.0,38,0.11627906976744186,2,0,0,1,1,0.04922690102830529,0.05531157972291112,0.0021141069009900093
edge_transformer,shortest_path,ood_size,10025023,100,250,2.5,18,1,36.0,27,0.25,2,0,0,1,1,0.04107556585222483,0.04700589505955577,0.002110726200044155
edge_transformer,shortest_path,ood_size,10025024,100,250,2.5,19,1,31.000000000000004,31,1.1460366705808067e-16,0,1,1,1,1,0.04469843674451113,0.0506585449911654,0.0021248571574687958
edge_transformer,shortest_path,ood_size,10030005,100,300,3.0,0,1,22.0,17,0.22727272727272727,2,0,0,1,1,0.054569986648857594,0.06148524908348918,0.004137122072279453
edge_transformer,shortest_path,ood_size,10030006,100,300,3.0,1,1,24.0,18,0.25,2,0,0,1,1,0.05228639114648104,0.05908169178292155,0.003502441104501486
edge_transformer,shortest_path,ood_size,10030007,100,300,3.0,2,1,31.000000000000004,25,0.1935483870967743,2,0,0,1,1,0.08724854793399572,0.09411280928179622,0.0035185101442039013
edge_transformer,shortest_path,ood_size,10030008,100,300,3.0,3,1,19.0,15,0.21052631578947367,2,0,0,1,1,0.06036538491025567,0.06732675712555647,0.0035236505791544914
edge_transformer,shortest_path,ood_size,10030009,100,300,3.0,4,1,50.0,49,0.02,2,0,0,1,1,0.05127403698861599,0.058248069137334824,0.003551091067492962
edge_transformer,shortest_path,ood_size,10030010,100,300,3.0,5,1,23.0,17,0.2608695652173913,2,0,0,1,1,0.05889525217935443,0.06571122165769339,0.003494109958410263
edge_transformer,shortest_path,ood_size,10030011,100,300,3.0,6,1,18.0,18,0.0,0,1,1,1,1,0.05880839005112648,0.065773522015661,0.003534880932420492
edge_transformer,shortest_path,ood_size,10030012,100,300,3.0,7,1,26.0,20,0.23076923076923078,2,0,0,1,1,0.05820463877171278,0.06500920979306102,0.003708441276103258
edge_transformer,shortest_path,ood_size,10030013,100,300,3.0,8,1,17.0,17,0.0,0,1,1,1,1,0.0540303960442543,0.06085355719551444,0.002485696692019701
edge_transformer,shortest_path,ood_size,10030014,100,300,3.0,9,1,40.0,40,0.0,2,0,0,1,1,0.09517985302954912,0.10216435417532921,0.002497597597539425
edge_transformer,shortest_path,ood_size,10030015,100,300,3.0,10,1,21.0,21,0.0,2,0,0,1,1,0.058706570882350206,0.06568183191120625,0.002514798194169998
edge_transformer,shortest_path,ood_size,10030016,100,300,3.0,11,1,31.0,31,0.0,0,1,1,1,1,0.06288954382762313,0.06997701525688171,0.0030768392607569695
edge_transformer,shortest_path,ood_size,10030017,100,300,3.0,12,1,25.0,25,0.0,2,0,0,1,1,0.06170516926795244,0.06894079176709056,0.002430207096040249
edge_transformer,shortest_path,ood_size,10030018,100,300,3.0,13,1,51.0,47,0.0784313725490196,2,0,0,1,1,0.05667281383648515,0.06373996520414948,0.0025140480138361454
edge_transformer,shortest_path,ood_size,10030019,100,300,3.0,14,1,18.0,14,0.2222222222222222,2,0,0,1,1,0.05238250084221363,0.05945918196812272,0.0023835469037294388
edge_transformer,shortest_path,ood_size,10030020,100,300,3.0,15,1,16.0,8,0.5,2,0,0,1,1,0.06115230731666088,0.06814447930082679,0.0025028171949088573
edge_transformer,shortest_path,ood_size,10030021,100,300,3.0,16,1,27.0,25,0.07407407407407407,2,0,0,1,1,0.06053477618843317,0.06754966685548425,0.002553638070821762
edge_transformer,shortest_path,ood_size,10030022,100,300,3.0,17,1,24.0,19,0.20833333333333334,2,0,0,1,1,0.08207154227420688,0.08903774432837963,0.0024848668836057186
edge_transformer,shortest_path,ood_size,10030023,100,300,3.0,18,1,20.0,12,0.4,2,0,0,1,1,0.05246291123330593,0.05956839304417372,0.002493128180503845
edge_transformer,shortest_path,ood_size,10030024,100,300,3.0,19,1,19.000000000000004,19,1.8698493046318422e-16,0,1,1,1,1,0.0575416567735374,0.06461867829784751,0.002437497954815626
edge_transformer,shortest_path,ood_size,10040005,100,400,4.0,0,1,22.0,16,0.2727272727272727,2,0,0,1,1,0.08617794513702393,0.09476554114371538,0.004500852897763252
