model_type,epoch,train_loss,val_loss,accuracy,precision,recall,f1,hamming,exact_match,average_gradient_norm,maximum_gradient_norm,best_epoch_so_far,epoch_time_seconds
gnn,1,0.9211117499789256,0.6668483548750106,0.9841844693116311,0.41691542288557215,0.4194194194194194,0.41816367265469057,3.4805970149253733,0.08955223880597014,1.1585036511272948,7.03565788269043,True,3.1795483781024814
gnn,2,0.6019313617093398,0.6210709006069232,0.984292980671414,0.4208955223880597,0.42342342342342343,0.4221556886227545,3.4567164179104477,0.08955223880597014,2.007609778551886,7.500616550445557,True,2.845311786979437
gnn,3,0.589058679609005,0.6039774023797319,0.9843472363513055,0.4228855721393035,0.42542542542542544,0.4241516966067864,3.444776119402985,0.07761194029850746,1.9817228488208074,14.339533805847168,True,2.863654116168618
gnn,4,0.5835558369830793,0.6024029426048796,0.984618514750763,0.43283582089552236,0.43543543543543545,0.4341317365269461,3.3850746268656717,0.08955223880597014,2.200786047856215,10.16901683807373,True,2.7935195872560143
gnn,5,0.5786081969514201,0.5941238853772967,0.9848626653102747,0.4417910447761194,0.4444444444444444,0.4431137724550898,3.3313432835820898,0.08955223880597014,2.222835373681814,14.666318893432617,True,2.8167502540163696
gnn,6,0.5735619278478298,0.5870016327311363,0.9846456425907087,0.4338308457711443,0.4364364364364364,0.435129740518962,3.37910447761194,0.08358208955223881,2.302204772527448,11.110325813293457,True,2.8373167729005218
gnn,7,0.5653166535297743,0.57399852678872,0.9851610715496778,0.4527363184079602,0.45545545545545546,0.4540918163672655,3.265671641791045,0.10149253731343283,2.4226936386321403,12.312103271484375,True,2.807245177216828
gnn,8,0.560525122271443,0.5630165696602912,0.9851339437097321,0.45174129353233833,0.4544544544544545,0.4530938123752495,3.271641791044776,0.1044776119402985,2.849880431660541,13.892455101013184,True,2.8541028280742466
gnn,9,0.5531711870560019,0.5569535238084328,0.9850254323499491,0.44776119402985076,0.45045045045045046,0.4491017964071856,3.2955223880597013,0.1044776119402985,2.9236290601606902,11.549869537353516,True,2.8422723710536957
gnn,10,0.5452412137607985,0.552772724304251,0.9851339437097321,0.45174129353233833,0.4544544544544545,0.4530938123752495,3.271641791044776,0.10746268656716418,3.187836545524258,12.318976402282715,True,2.796780194155872
gnn,11,0.5433707900492072,0.5498066560000878,0.9851610715496778,0.4527363184079602,0.45545545545545546,0.4540918163672655,3.265671641791045,0.11343283582089553,3.262776759221469,18.190305709838867,True,2.7741209738887846
gnn,12,0.5386654226624283,0.5444717431116929,0.9854866056290268,0.4646766169154229,0.4674674674674675,0.46606786427145713,3.1940298507462686,0.12238805970149254,3.4482367739157023,18.34617805480957,True,2.7973404531367123
gnn,13,0.5338972842103304,0.5412593639036404,0.985459477789081,0.46368159203980097,0.46646646646646645,0.4650698602794411,3.2,0.11343283582089553,3.445835888839615,13.587517738342285,True,2.7913095680996776
gnn,14,0.52789127374599,0.5386738158117192,0.985459477789081,0.46368159203980097,0.46646646646646645,0.4650698602794411,3.2,0.11641791044776119,3.498895683566931,19.128944396972656,True,2.78093883395195
gnn,15,0.527265684724794,0.5376413444540549,0.985459477789081,0.46368159203980097,0.46646646646646645,0.4650698602794411,3.2,0.11940298507462686,3.7620747452459966,19.47383689880371,True,2.8217366728931665
gnn,16,0.5225304883636473,0.5345493906077469,0.9854866056290268,0.4646766169154229,0.4674674674674675,0.46606786427145713,3.1940298507462686,0.1253731343283582,3.686872140858984,21.341859817504883,True,2.828260713722557
gnn,17,0.5219246963415121,0.5332204047790339,0.9854866056290268,0.4646766169154229,0.4674674674674675,0.46606786427145713,3.1940298507462686,0.1253731343283582,3.8448740776420243,23.507518768310547,True,2.8408580771647394
gnn,18,0.5170760241612717,0.5301732220385753,0.9854052221091896,0.4616915422885572,0.4644644644644645,0.4630738522954092,3.2119402985074625,0.1253731343283582,3.8915739428573453,20.16441535949707,True,2.8442466617561877
gnn,19,0.5164047853176169,0.528249871384576,0.9854323499491353,0.4626865671641791,0.46546546546546547,0.46407185628742514,3.2059701492537314,0.12238805970149254,4.033709836641544,24.81549072265625,True,2.8431179872713983
