model_type,epoch,train_loss,val_loss,accuracy,precision,recall,f1,hamming,exact_match,average_gradient_norm,maximum_gradient_norm,best_epoch_so_far,epoch_time_seconds
tropical,1,0.7850847588354603,0.6411388035436787,0.982573600552868,0.3685185185185185,0.40745290745290746,0.38700894593543367,3.502222222222222,0.09777777777777778,5.679378437371481,46.24669647216797,True,20.04333994537592
tropical,2,0.61161418422825,0.5575669883890818,0.9838120248790602,0.41,0.4533169533169533,0.4305717619603267,3.2533333333333334,0.12555555555555556,6.799565010411399,36.89813232421875,True,18.880557605996728
tropical,3,0.5398722556331296,0.5378419587231333,0.9842985487214927,0.4262962962962963,0.4713349713349713,0.4476857253986775,3.1555555555555554,0.13777777777777778,6.870152544123786,30.462526321411133,True,19.012905842624605
tropical,4,0.5167731962172338,0.518782854327197,0.9844533517622668,0.43148148148148147,0.47706797706797704,0.4531310774017892,3.1244444444444444,0.14222222222222222,7.007228749138968,33.22726058959961,True,18.984302022494376
tropical,5,0.5009837382207062,0.5159748279552008,0.9844091223220456,0.43,0.47542997542997545,0.4515752625437573,3.1333333333333333,0.13777777777777778,6.4741342609269275,36.80450439453125,True,18.8438288141042
tropical,6,0.49258835056873623,0.5077270998498882,0.9846192121630961,0.43703703703703706,0.4832104832104832,0.4589653831194088,3.091111111111111,0.15,6.138279606330962,29.16390037536621,True,19.00536236912012
tropical,7,0.48235892706604444,0.505551511805399,0.9847629578438147,0.44185185185185183,0.48853398853398855,0.4640217814080125,3.062222222222222,0.14555555555555555,6.173224444162278,33.27602005004883,True,18.987743616104126
tropical,8,0.47841884619191327,0.5010266068478133,0.9849509329647547,0.44814814814814813,0.4954954954954955,0.470633994554648,3.0244444444444443,0.15555555555555556,6.316591225039391,37.31023406982422,True,18.88349435199052
tropical,9,0.4735709077594677,0.49824850415531613,0.9849398756046994,0.4477777777777778,0.4950859950859951,0.47024504084014007,3.026666666666667,0.15,5.956538728844552,31.60031509399414,True,18.94112295191735
tropical,10,0.46542493071428603,0.4940050004526159,0.9850172771250864,0.45037037037037037,0.49795249795249796,0.4729677168416958,3.011111111111111,0.15777777777777777,5.751565132311412,29.43387222290039,True,18.758010182529688
tropical,11,0.46003491461822166,0.49538706199050403,0.9851278507256392,0.4540740740740741,0.502047502047502,0.4768572539867756,2.988888888888889,0.15888888888888889,6.030774405967621,49.40414810180664,False,19.051832852885127
tropical,12,0.45804391623065244,0.5008557041435301,0.9850062197650311,0.45,0.4975429975429975,0.4725787631271879,3.013333333333333,0.15777777777777777,6.1211037092265626,36.415103912353516,False,18.78921132069081
tropical,13,0.454276762684535,0.5026731344613903,0.985039391845197,0.45111111111111113,0.4987714987714988,0.4737456242707119,3.006666666666667,0.15777777777777777,6.2025000101895555,35.635616302490234,False,18.93111439421773
tropical,14,0.447706777863894,0.5039376123041255,0.9850836212854182,0.4525925925925926,0.5004095004095004,0.4753014391287436,2.997777777777778,0.16,6.110130370855331,37.652496337890625,False,19.0360589902848
tropical,15,0.4401488749637228,0.5044902152336398,0.9851278507256392,0.4540740740740741,0.502047502047502,0.4768572539867756,2.988888888888889,0.15555555555555556,5.929713085605985,44.60361099243164,False,18.96743018180132
tropical,16,0.43586444702888416,0.5066908494406009,0.9853379405666897,0.46111111111111114,0.5098280098280098,0.48424737456242706,2.9466666666666668,0.15888888888888889,6.179088589690981,44.3132209777832,False,19.023276715539396
tropical,17,0.4335977093175289,0.5134420733060109,0.9853600552868003,0.46185185185185185,0.5106470106470107,0.48502528199144307,2.942222222222222,0.16333333333333333,6.433400086618605,53.57815170288086,False,18.95068645197898
tropical,18,0.4267105238189679,0.521009663324507,0.9853268832066344,0.46074074074074073,0.5094185094185094,0.483858420847919,2.948888888888889,0.16111111111111112,6.777769042707625,53.59686279296875,False,18.963351708836854
tropical,19,0.4204201735558658,0.5273843240735919,0.9853047684865238,0.46,0.5085995085995086,0.4830805134189032,2.953333333333333,0.16111111111111112,6.641067508544241,51.46577453613281,False,18.96140361763537
tropical,20,0.4150614675467432,0.534292248424848,0.9853600552868003,0.46185185185185185,0.5106470106470107,0.48502528199144307,2.942222222222222,0.16444444444444445,6.865909010966619,35.36724853515625,False,18.98323150537908
tropical,21,0.41400070276629475,0.5455258836696966,0.9853047684865238,0.46,0.5085995085995086,0.4830805134189032,2.953333333333333,0.1622222222222222,7.062014922329357,59.41825866699219,False,18.895123857073486
tropical,22,0.40588967541330373,0.5537832305047136,0.9854042847270215,0.4633333333333333,0.5122850122850123,0.486581096849475,2.933333333333333,0.16444444444444445,7.08893034248125,57.09449005126953,False,18.848278074525297
tropical,23,0.4019163991915087,0.5628117510132458,0.9854485141672426,0.4648148148148148,0.5139230139230139,0.4881369117075068,2.9244444444444446,0.16444444444444445,7.371703840948286,45.366973876953125,False,19.077465936541557
tropical,24,0.39688662696367083,0.5714252524043973,0.9854927436074638,0.4662962962962963,0.5155610155610155,0.4896927265655387,2.9155555555555557,0.16444444444444445,7.293672772163436,44.344520568847656,False,19.042981532402337
tropical,25,0.39119956187489024,0.5850799827695372,0.9855148583275742,0.46703703703703703,0.5163800163800164,0.49047063399455465,2.911111111111111,0.16555555555555557,7.820611736320314,58.78443908691406,False,18.992839778773487
tropical,26,0.38514772888115417,0.5951621509140161,0.9854595715272979,0.4651851851851852,0.5143325143325144,0.4885258654220148,2.922222222222222,0.16777777777777778,7.754059085732415,48.54578399658203,False,18.928855812177062
tropical,27,0.3829836458506471,0.6054468219787875,0.9854595715272979,0.4651851851851852,0.5143325143325144,0.4885258654220148,2.922222222222222,0.16444444444444445,7.826175667884804,55.15594482421875,False,19.0034422557801
tropical,28,0.379727680897912,0.618458423684364,0.9854595715272979,0.4651851851851852,0.5143325143325144,0.4885258654220148,2.922222222222222,0.16444444444444445,7.990063306930519,50.63621520996094,False,19.043053115718067
tropical,29,0.3715273383453111,0.6239700936328693,0.9854816862474084,0.4659259259259259,0.5151515151515151,0.48930377285103077,2.917777777777778,0.1622222222222222,8.038854370798383,69.27454376220703,False,18.877339588478208
tropical,30,0.36783013962923133,0.6324662390307787,0.9853158258465792,0.4603703703703704,0.509009009009009,0.4834694671334111,2.951111111111111,0.15444444444444444,8.392164904688086,67.98397827148438,False,18.91917626839131
tropical,31,0.3612633804796633,0.6469503987385986,0.9853158258465792,0.4603703703703704,0.509009009009009,0.4834694671334111,2.951111111111111,0.15444444444444444,8.84654867088511,52.29372024536133,False,18.857945811003447
tropical,32,0.35995561611840277,0.6541699672420687,0.9853158258465792,0.4603703703703704,0.509009009009009,0.4834694671334111,2.951111111111111,0.15666666666666668,8.803146441777548,63.865577697753906,False,18.89414764754474
tropical,33,0.3537458605870475,0.6680053099587465,0.9852605390463027,0.4585185185185185,0.506961506961507,0.4815246985608712,2.962222222222222,0.16,9.102320661516417,63.50126266479492,False,19.037202714011073
tropical,34,0.34542445444731984,0.6839871061151833,0.9852826537664132,0.45925925925925926,0.5077805077805078,0.48230260598988717,2.957777777777778,0.1622222222222222,9.088991472909138,83.43345642089844,False,18.941403812728822
