model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
tropical,shortest_path,50,10,0.4961704596024941,0.8925610281423291,966.3964364845306,19.327928729690612,saved_models/tropical_shortest_path_mixed_60_10_reps100_best_model.pt,saved_models/tropical_shortest_path_mixed_60_10_reps100_final_model.pt
