model_type,epoch,train_loss,val_loss,accuracy,precision,recall,f1,hamming,exact_match,average_gradient_norm,maximum_gradient_norm,best_epoch_so_far,epoch_time_seconds
gnn,1,0.802314480711528,0.6505182119476935,0.9828776779543884,0.38407407407407407,0.4196681505463375,0.40108296267646487,3.4411111111111112,0.10444444444444445,1.9846620675779525,18.32611846923828,True,7.533675977960229
gnn,2,0.6459728745320662,0.6314326335169483,0.9834747753973738,0.4040740740740741,0.4415216511533792,0.4219686714368594,3.321111111111111,0.12,2.830226943549656,17.269001007080078,True,6.817632225342095
gnn,3,0.6185883531220354,0.615640734052691,0.9838286109191431,0.4159259259259259,0.4544718737353298,0.4343453877393154,3.25,0.13333333333333333,3.6312760232743764,21.396455764770508,True,6.794250540435314
gnn,4,0.6000361758770004,0.599609337306138,0.9839944713199723,0.42148148148148146,0.4605422905706192,0.4401469735060916,3.216666666666667,0.1288888888888889,4.502043450276057,31.640825271606445,True,6.739498421549797
gnn,5,0.5895997409811274,0.5934770958408785,0.9840608154803041,0.4237037037037037,0.4629704573047349,0.4424676078128022,3.203333333333333,0.13,4.856547438984825,27.44892692565918,True,6.760815303772688
gnn,6,0.5821546559737992,0.5921725262521297,0.9841161022805806,0.4255555555555556,0.4649939295831647,0.4444014697350609,3.192222222222222,0.13111111111111112,5.068131899947212,37.30663299560547,True,6.71393511723727
gnn,7,0.5758750507458471,0.5904755827790718,0.9842377332411887,0.42962962962962964,0.46944556859571024,0.4486559659640302,3.167777777777778,0.13,5.147949266093118,41.535552978515625,True,6.765390243381262
gnn,8,0.5681308667758588,0.5882906176571032,0.9842709053213545,0.43074074074074076,0.4706596519627681,0.4498162831173855,3.161111111111111,0.13111111111111112,5.102462158884321,34.35304641723633,True,6.801044790074229
gnn,9,0.5667513846171892,0.5912568943304446,0.9842930200414651,0.43148148148148147,0.47146904087414004,0.4505898278862889,3.1566666666666667,0.1288888888888889,5.43836520478839,31.01066780090332,False,6.780173775739968
gnn,10,0.5582199601454393,0.5910715002600044,0.984171389080857,0.4274074074074074,0.4670174018615945,0.44633533165731964,3.181111111111111,0.12777777777777777,5.019111353953679,32.78010559082031,False,6.747036117129028
gnn,11,0.5545790609538995,0.5913367492055267,0.9842377332411887,0.42962962962962964,0.46944556859571024,0.4486559659640302,3.167777777777778,0.13111111111111112,5.219126101164591,43.38969421386719,False,6.769887232221663
gnn,12,0.5514295645528493,0.5896184332756313,0.9841824464409122,0.42777777777777776,0.46742209631728043,0.44672210404177143,3.178888888888889,0.13111111111111112,5.178941441831134,29.223237991333008,False,6.75168501585722
gnn,13,0.5490429063983073,0.5896718615165808,0.9842487906012439,0.43,0.4698502630513962,0.44904273834848185,3.1655555555555557,0.13,5.252432485989162,40.57145690917969,False,6.714231973513961
gnn,14,0.5477341720156207,0.5886089185261282,0.9842819626814098,0.4311111111111111,0.47106434641845407,0.45020305550183715,3.158888888888889,0.13,5.390637737909953,43.01716613769531,False,6.730310320854187
gnn,15,0.541417624530959,0.5885755519242475,0.9842266758811333,0.4292592592592593,0.46904087414002427,0.4482691935795785,3.17,0.12666666666666668,5.182849568696249,32.888553619384766,False,6.7604891043156385
gnn,16,0.5419084702383855,0.5884395541622462,0.9843372494816862,0.43296296296296294,0.4730878186968839,0.4521369174240959,3.147777777777778,0.12333333333333334,5.265794717470805,34.03173065185547,False,6.792279391549528
gnn,17,0.5362098445516764,0.5875276663225935,0.9842598479612993,0.43037037037037035,0.4702549575070821,0.4494295107329336,3.1633333333333336,0.12666666666666668,5.313942677293505,37.68719482421875,True,6.700473865494132
gnn,18,0.5374735710186723,0.5886387838605526,0.9842598479612993,0.43037037037037035,0.4702549575070821,0.4494295107329336,3.1633333333333336,0.13111111111111112,5.487926897832326,33.15008544921875,False,6.747098551131785
gnn,19,0.5360880370490082,0.5895043128502311,0.98409398756047,0.4248148148148148,0.4641845406717928,0.44362792496615744,3.1966666666666668,0.12333333333333334,5.580924920070739,42.97822570800781,False,6.7439078744500875
gnn,20,0.5318775730445897,0.5898899752638961,0.984138217000691,0.4262962962962963,0.4658033184945366,0.4451750145039644,3.187777777777778,0.12333333333333334,5.40450350971449,30.419153213500977,False,6.893814096227288
gnn,21,0.5312281806268839,0.591634103996472,0.984138217000691,0.4262962962962963,0.4658033184945366,0.4451750145039644,3.187777777777778,0.12222222222222222,5.604696566888264,42.19490051269531,False,6.732119424268603
gnn,22,0.5278269817864273,0.5938190525716638,0.984138217000691,0.4262962962962963,0.4658033184945366,0.4451750145039644,3.187777777777778,0.12555555555555556,5.322700676463899,31.336488723754883,False,6.795986037701368
gnn,23,0.5246947659731346,0.5948064896635294,0.984171389080857,0.4274074074074074,0.4670174018615945,0.44633533165731964,3.181111111111111,0.12777777777777777,5.290932106914974,35.58409118652344,False,6.8707071132957935
gnn,24,0.5255809525518296,0.5966183917474648,0.9842045611610228,0.4285185185185185,0.4682314852286524,0.44749564881067494,3.1744444444444446,0.13,5.514070184628169,32.07438278198242,False,6.774414545856416
gnn,25,0.5218665526815919,0.5974544120419825,0.9842045611610228,0.4285185185185185,0.4682314852286524,0.44749564881067494,3.1744444444444446,0.12666666666666668,5.453670206524077,38.29876708984375,False,6.769361628219485
gnn,26,0.5246668185516941,0.5999786514814096,0.9842156185210781,0.4288888888888889,0.46863617968433835,0.44788242119512667,3.172222222222222,0.12777777777777777,5.601971507640112,46.051387786865234,False,6.683788375928998
