model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
edge_transformer,shortest_path,50,10,0.6061971982306934,1.1112422844385081,559.268817583099,11.18537635166198,saved_models/edge_transformer_shortest_path_mixed_60_10_reps100_best_model.pt,saved_models/edge_transformer_shortest_path_mixed_60_10_reps100_final_model.pt
