model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
transformer,max_flow,50,11,0.2554800212437842,0.38933116157930475,205.69314198940992,4.113862839788198,saved_models/transformer_max_flow_best_model.pt,saved_models/transformer_max_flow_final_model.pt
