model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
tropical_v2,shortest_path,50,13,0.4965099384872418,0.817256059011147,327.8527288446203,6.557054576892406,saved_models/tropical_v2_shortest_path_v2_repeat4_best_model.pt,saved_models/tropical_v2_shortest_path_v2_repeat4_final_model.pt
