model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
transformer,shortest_path,50,5,0.684568042947905,0.9856402018906403,553.205254374072,11.064105087481439,saved_models/transformer_shortest_path_mixed_55_15_reps100_best_model.pt,saved_models/transformer_shortest_path_mixed_55_15_reps100_final_model.pt
