model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
edge_transformer,shortest_path,50,9,0.6586626365211472,1.3506138818088307,289.4374162759632,5.788748325519264,saved_models/edge_transformer_shortest_path_onein_final_best_model.pt,saved_models/edge_transformer_shortest_path_onein_final_final_model.pt
