model_type,problem_type,eval_mode,wood_problem,network_name,graph_seed,n_nodes,n_edges,density,replication,source,sink,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time,candidate_objective,candidate_objective_gap,candidate_pool_size,num_candidates,candidate_search_time,hybrid_total_time,candidate_exact_match,candidate_hamming_distance,candidate_correct_edges
tropical,shortest_path,value_ood,,,3006005,30,60,2.0,0,0,29,1,60.0,57,0.05,2,0,0,1,1,0.14680321048945189,0.15206503588706255,0.17516031488776207,60,0.0,5,5,0.01340661570429802,0.1885669305920601,1,0,1
tropical,shortest_path,value_ood,,,3006006,30,60,2.0,1,0,29,1,176.0,142,0.19318181818181818,2,0,0,1,1,0.0179794542491436,0.021119889803230762,0.00214570015668869,142,0.19318181818181818,5,5,0.0016741827130317688,0.003819882869720459,0,2,0
tropical,shortest_path,value_ood,,,3006007,30,60,2.0,2,0,29,1,214.0,214,0.0,0,1,1,1,1,0.015800594352185726,0.018515922129154205,0.0019594011828303337,214,0.0,5,5,0.000666406936943531,0.0026258081197738647,1,0,1
tropical,shortest_path,value_ood,,,3006008,30,60,2.0,3,0,29,1,191.0,188,0.015706806282722512,2,0,0,1,1,0.014415531419217587,0.017169559374451637,0.0019012214615941048,188,0.015706806282722512,5,5,0.0006713652983307838,0.0025725867599248886,0,2,0
tropical,shortest_path,value_ood,,,3006009,30,60,2.0,4,0,29,1,291.0,245,0.15807560137457044,2,0,0,1,1,0.015114618465304375,0.01790502481162548,0.0018916204571723938,245,0.15807560137457044,5,5,0.0006679762154817581,0.002559596672654152,0,2,0
tropical,shortest_path,value_ood,,,3006010,30,60,2.0,5,0,29,1,275.0,243,0.11636363636363636,2,0,0,1,1,0.017102467827498913,0.019869484938681126,0.0018815211951732635,273,0.007272727272727273,5,5,0.0006736274808645248,0.0025551486760377884,0,2,0
tropical,shortest_path,value_ood,,,3006011,30,60,2.0,6,0,29,1,75.0,59,0.21333333333333335,2,0,0,1,1,0.01956802699714899,0.02232462354004383,0.0019438909366726875,75,0.0,5,5,0.0005366867408156395,0.002480577677488327,0,2,0
tropical,shortest_path,value_ood,,,3006012,30,60,2.0,7,0,29,1,84.0,79,0.05952380952380952,2,0,0,1,1,0.02595978695899248,0.02870012354105711,0.001946261152625084,79,0.05952380952380952,5,5,0.0006994074210524559,0.00264566857367754,0,2,0
tropical,shortest_path,value_ood,,,3006013,30,60,2.0,8,0,29,1,62.0,44,0.2903225806451613,2,0,0,1,1,0.017644685693085194,0.020340964198112488,0.0019253110513091087,44,0.2903225806451613,5,5,0.0005751363933086395,0.0025004474446177483,0,2,0
tropical,shortest_path,value_ood,,,3006014,30,60,2.0,9,0,29,1,191.0,191,0.0,0,1,1,1,1,0.019510646350681782,0.022287683561444283,0.0019437111914157867,191,0.0,5,5,0.0006669964641332626,0.0026107076555490494,1,0,1
tropical,shortest_path,value_ood,,,3006015,30,60,2.0,10,0,29,1,107.0,93,0.1308411214953271,2,0,0,1,1,0.018342052586376667,0.021150938235223293,0.0019220206886529922,93,0.1308411214953271,5,5,0.0006114374846220016,0.002533458173274994,0,2,0
tropical,shortest_path,value_ood,,,3006016,30,60,2.0,11,0,29,1,101.0,82,0.18811881188118812,2,0,0,1,1,0.018513831309974194,0.021304459311068058,0.0019499510526657104,101,0.0,5,5,0.000558038242161274,0.0025079892948269844,1,0,1
tropical,shortest_path,value_ood,,,3006017,30,60,2.0,12,0,29,1,163.0,136,0.1656441717791411,2,0,0,1,1,0.014739898964762688,0.017541526816785336,0.0018999306485056877,136,0.1656441717791411,5,5,0.0006183069199323654,0.002518237568438053,0,2,0
tropical,shortest_path,value_ood,,,3006018,30,60,2.0,13,0,29,1,243.0,217,0.10699588477366255,2,0,0,1,1,0.016946288757026196,0.019688336178660393,0.0019300095736980438,217,0.10699588477366255,5,5,0.0006783865392208099,0.0026083961129188538,0,2,0
tropical,shortest_path,value_ood,,,3006019,30,60,2.0,14,0,29,1,104.99999999999999,87,0.17142857142857132,2,0,0,1,1,0.016994008794426918,0.01973640639334917,0.0018993094563484192,87,0.17142857142857132,5,5,0.0005693379789590836,0.0024686474353075027,0,2,0
tropical,shortest_path,value_ood,,,3006020,30,60,2.0,15,0,29,1,153.0,153,0.0,0,1,1,1,1,0.01908359955996275,0.02179226651787758,0.0019174013286828995,153,0.0,5,5,0.0007149968296289444,0.002632398158311844,1,0,1
tropical,shortest_path,value_ood,,,3006021,30,60,2.0,16,0,29,1,201.0,166,0.17412935323383086,2,0,0,1,1,0.01642788201570511,0.01919975783675909,0.00189313106238842,166,0.17412935323383086,5,5,0.002535168081521988,0.004428299143910408,0,2,0
tropical,shortest_path,value_ood,,,3006022,30,60,2.0,17,0,29,1,78.0,30,0.6153846153846154,2,0,0,1,1,0.01620247308164835,0.01883418019860983,0.0019403211772441864,30,0.6153846153846154,5,5,0.0005193464457988739,0.0024596676230430603,0,2,0
