model_type,epoch,train_loss,val_loss,accuracy,precision,recall,f1,hamming,exact_match,epoch_time_seconds
tropical_v2,1,0.7645151828726132,0.6849189939322295,0.9849800739463888,0.4324512312911006,0.43520368459910946,0.43375570755474463,3.112962962962963,0.12777777777777777,10.002603032975458
tropical_v2,2,0.6402731055541644,0.6746368046160097,0.9851308041993333,0.43924610006309334,0.44220827163637605,0.4406491984119714,3.087037037037037,0.13518518518518519,9.586785830906592
tropical_v2,3,0.6303401473613959,0.6334553358731446,0.9853797859840208,0.4532947275430936,0.4562568991163763,0.4546978258919717,3.02037037037037,0.13148148148148148,9.59235615003854
tropical_v2,4,0.6147179365276344,0.6186384204361174,0.985649943126793,0.4600534995142838,0.46305919751998187,0.46147759665571875,2.975925925925926,0.13703703703703704,9.543970177066512
tropical_v2,5,0.6064788114338641,0.6120250279152835,0.9854349293100753,0.4518386956785651,0.4547969103034465,0.45324000079720805,3.0277777777777777,0.1388888888888889,9.615091130021028
tropical_v2,6,0.5917797870106167,0.6097698944586295,0.9856177596812847,0.46242828703613015,0.46552024651697854,0.4638929408714003,2.975925925925926,0.14814814814814814,9.546099527971819
tropical_v2,7,0.5914070487968506,0.6049145333192967,0.9856971579807622,0.46151015288270175,0.4645482978652912,0.46294852460018654,2.9722222222222223,0.14629629629629629,9.565165014006197
tropical_v2,8,0.5878888844734147,0.626106490029229,0.9859017970976832,0.4688001323295441,0.47157949288668244,0.470117749652081,2.935185185185185,0.14074074074074075,9.606898572063074
tropical_v2,9,0.5760216659496701,0.6118083319178333,0.9859631372007334,0.4708246201873655,0.47375592756311735,0.4722127842471158,2.9166666666666665,0.15185185185185185,9.558346151025034
tropical_v2,10,0.569279987944497,0.631161571542422,0.9857988401427393,0.46883060294824996,0.47176191032400183,0.47021876700800025,2.9425925925925926,0.14814814814814814,9.613374577020295
tropical_v2,11,0.5644685760849998,0.588296463533684,0.9857599097347504,0.4626112431504589,0.4655156432770813,0.4639862661513165,2.9537037037037037,0.1537037037037037,9.591021799016744
tropical_v2,12,0.560694123165948,0.6034453070826,0.98596988087432,0.47151339038593953,0.47438930048407196,0.47287593204098244,2.9092592592592594,0.14444444444444443,9.495439591933973
tropical_v2,13,0.5567442708308734,0.608448529905743,0.986095304603556,0.47767754516120525,0.480608852536957,0.4790657092209555,2.890740740740741,0.16666666666666666,9.59046740096528
tropical_v2,14,0.549360189184783,0.5752405284731477,0.9860149312002412,0.4782218936957498,0.48106693959635133,0.47956950106166485,2.890740740740741,0.15925925925925927,9.553799459943548
tropical_v2,15,0.5474063291672676,0.6237080311333691,0.9860131589336866,0.4758799908636509,0.4788519982801029,0.4772877512392938,2.8981481481481484,0.16111111111111112,9.573078458081
tropical_v2,16,0.5428651350358176,0.5813743022856889,0.9862325934553544,0.486074092936838,0.48876719201882607,0.48735115356553965,2.8537037037037036,0.17592592592592593,9.555321344989352
tropical_v2,17,0.5439991404731123,0.5973877963092592,0.9858223611175441,0.46638630735035946,0.46911185340923883,0.4676776425551109,2.9425925925925926,0.14629629629629629,9.543288778979331
tropical_v2,18,0.5414064336627249,0.5997118644140385,0.9858888515034018,0.47223709659984137,0.47514387089550464,0.4736145725440122,2.9277777777777776,0.14814814814814814,9.580910238903016
tropical_v2,19,0.5368670775776818,0.6026566017557073,0.9860174525811976,0.47281643495695774,0.4756095883056667,0.47414050753649445,2.901851851851852,0.16111111111111112,9.595271387021057
tropical_v2,20,0.5354636744019531,0.6074170911753619,0.985664685947096,0.46676232143552404,0.4696651387827859,0.4681380041494596,2.9611111111111112,0.14444444444444443,9.607274037087336
tropical_v2,21,0.5337794231753501,0.585115298739186,0.9855912256229439,0.4556720095445587,0.4584794079075126,0.45700148691444653,2.9833333333333334,0.15185185185185185,9.70659524097573
tropical_v2,22,0.5270310233864519,0.6018026365174187,0.9856356318794974,0.4625843256235412,0.4654396595899863,0.4639372163146847,2.97962962962963,0.15555555555555556,9.618460941012017
tropical_v2,23,0.5317730619379926,0.5808987855911255,0.9860376772631757,0.47305305623933075,0.47604609201014436,0.4744710888773367,2.8981481481481484,0.15185185185185185,9.693370777065866
tropical_v2,24,0.5294506325135155,0.5816696142708814,0.9860382216704568,0.4803022207760769,0.48314726667667834,0.4816498281419919,2.890740740740741,0.16296296296296298,9.574212535982952
tropical_v2,25,0.5221193114325168,0.5852601139633744,0.9861506882262433,0.4815831239687447,0.48453105052778245,0.4829791457621592,2.8648148148148147,0.16296296296296298,9.627401464967988
tropical_v2,26,0.5090778925825679,0.578413388133049,0.9862695744125486,0.48103622956564135,0.4838744921261261,0.48238064122465696,2.8574074074074076,0.17777777777777778,9.667514016036876
tropical_v2,27,0.5069349223422626,0.5856478359964159,0.9860878987579433,0.47872208280705003,0.4815196453268348,0.48004689815017304,2.8796296296296298,0.16666666666666666,9.62929518695455
tropical_v2,28,0.5145840005505653,0.5880513428537933,0.9860911806809323,0.4745666044195456,0.4774357311775613,0.4759259503676891,2.890740740740741,0.15925925925925927,9.511295191943645
tropical_v2,29,0.5050256956782606,0.6288189620883377,0.9862309602004538,0.4838307571150708,0.4867283739015765,0.4852025844090289,2.8574074074074076,0.18333333333333332,9.618205136037432
tropical_v2,30,0.5124533289718249,0.596335016687711,0.9861562430632207,0.48084500829598853,0.483720918394121,0.48220754995103154,2.8759259259259258,0.1685185185185185,9.622712359996513
tropical_v2,31,0.5024481085676049,0.5820788671573003,0.9863871026226257,0.48561875790633957,0.48844718462365516,0.4869585075385905,2.8314814814814815,0.17777777777777778,9.570375232025981
tropical_v2,32,0.5031206123767391,0.6095997497991279,0.9861814892594535,0.48020682960225436,0.48309698471463175,0.48157477604764837,2.8722222222222222,0.17222222222222222,9.625080539961345
tropical_v2,33,0.49687163751749763,0.5841848304978123,0.9862337864631358,0.48636723600775894,0.48917700853975365,0.4876991663209597,2.8537037037037036,0.15925925925925927,9.618868567980826
tropical_v2,34,0.4938689819640584,0.6397611214054956,0.986427702260169,0.4931598382251973,0.49607690058670423,0.494540925729484,2.8092592592592593,0.17222222222222222,9.619474115082994
tropical_v2,35,0.4923881320726304,0.5996000861680066,0.9862305179191333,0.487022095551507,0.4900729027689809,0.48846653177242094,2.846296296296296,0.17592592592592593,9.587045038002543
tropical_v2,36,0.4931625416591054,0.6131424856406671,0.98611857658919,0.4778900196874053,0.48090713631563314,0.4793181191425271,2.890740740740741,0.16666666666666666,9.629209181061015
tropical_v2,37,0.4898602069133804,0.6077654278940625,0.9863303017373882,0.4884515508698513,0.49140886104938375,0.4898532851566794,2.827777777777778,0.16296296296296298,9.58221141307149
tropical_v2,38,0.4902198707773572,0.6322611530621847,0.9862756471451719,0.48849259310043625,0.4913930362786572,0.4898658228710587,2.838888888888889,0.16666666666666666,9.574932866962627
tropical_v2,39,0.48276615832296627,0.6112010288017767,0.9861518272139362,0.48399200109984425,0.4869775751965295,0.48540615288928596,2.861111111111111,0.15555555555555556,9.6144281020388
tropical_v2,40,0.4837609945545121,0.632969085044331,0.9864313879431477,0.48820732160601443,0.49118328597086774,0.4896168752118924,2.824074074074074,0.17222222222222222,9.608171214000322
tropical_v2,41,0.48033493212054645,0.6650557418664297,0.9862209104495208,0.485267680153301,0.48841107996336747,0.48675691924159836,2.85,0.16666666666666666,9.572687036939897
tropical_v2,42,0.48171819216675227,0.5968296449493479,0.9860691319400362,0.4787254908006541,0.48158523393817504,0.48007912425538396,2.890740740740741,0.1685185185185185,9.60107108100783
tropical_v2,43,0.4719253076329118,0.6157885553660216,0.986125030227657,0.48332259848599707,0.48615102520331266,0.484662348118248,2.8722222222222222,0.1685185185185185,9.57416663004551
tropical_v2,44,0.47057073620103657,0.6891513418268275,0.9858707314849678,0.47223308403046965,0.47503302071929526,0.4735603523169058,2.9203703703703705,0.14444444444444443,9.556265985942446
tropical_v2,45,0.4713262359892565,0.6508933193153805,0.9860685308348744,0.4785830962791747,0.4815314750608869,0.47997973937105287,2.8944444444444444,0.16296296296296298,9.64460738399066
tropical_v2,46,0.47090516545706324,0.6612397925721274,0.9862114667134767,0.48153489333227895,0.48443488428782544,0.4829091735695502,2.861111111111111,0.17592592592592593,9.604197145905346
tropical_v2,47,0.4668581264241347,0.6413642808243081,0.9861674016953659,0.479896699161405,0.48270850669543475,0.48122859105999166,2.8759259259259258,0.1685185185185185,9.61688991903793
tropical_v2,48,0.4591538238738264,0.6365839686658648,0.9859490887184498,0.47154695945545616,0.4743239458435537,0.47286212383467985,2.9203703703703705,0.15185185185185185,9.648838064982556
tropical_v2,49,0.4626131512697727,0.6524574671630506,0.9857886403750797,0.4675929124131737,0.4703722729703121,0.46891052973571057,2.95,0.1537037037037037,9.647859660093673
tropical_v2,50,0.45935970296462375,0.6166184295106817,0.9859841885427588,0.474099747384061,0.47695903829890757,0.4754544313054398,2.9166666666666665,0.16296296296296298,9.561012591002509
