model_type,epoch,train_loss,val_loss,accuracy,precision,recall,f1,hamming,exact_match,average_gradient_norm,maximum_gradient_norm,best_epoch_so_far,epoch_time_seconds
tropical,1,0.7199818911466159,0.5036821210618826,0.9856629365886741,0.4716417910447761,0.474,0.4728179551122194,3.1552238805970148,0.11940298507462686,5.158095447393843,43.509708404541016,True,8.295565938577056
tropical,2,0.47404416717820524,0.46957822531815424,0.985364530349271,0.4606965174129353,0.463,0.46184538653366586,3.2208955223880595,0.09253731343283582,7.232583298901011,31.92761993408203,True,7.8844244088977575
tropical,3,0.45284376772244056,0.4671446162971572,0.9858528314682944,0.4786069651741294,0.481,0.4798004987531172,3.1134328358208956,0.11641791044776119,6.8691393064363355,37.19952392578125,True,7.961894289590418
tropical,4,0.44377822510856346,0.4571001224960057,0.986096982027806,0.48756218905472637,0.49,0.48877805486284287,3.0597014925373136,0.13134328358208955,7.727700801367687,38.221927642822266,True,7.934398809447885
tropical,5,0.43573611662277384,0.45579654375328055,0.9863411325873177,0.49651741293532337,0.499,0.49775561097256854,3.005970149253731,0.13432835820895522,7.086289082686913,50.38295364379883,True,7.963276368565857
tropical,6,0.4279850514899749,0.4534437889907675,0.9861512377076975,0.48955223880597015,0.492,0.4907730673316708,3.047761194029851,0.1373134328358209,6.738947990582074,43.73707580566406,True,7.862430558539927
tropical,7,0.42372956031147596,0.44887426379798995,0.9865581553068837,0.5044776119402985,0.507,0.5057356608478802,2.9582089552238804,0.14328358208955225,7.2173855894713235,62.646385192871094,True,7.929397165775299
tropical,8,0.4140788546233916,0.44455230516775374,0.9865038996269923,0.5024875621890548,0.505,0.5037406483790525,2.970149253731343,0.1373134328358209,7.497966003902067,48.953922271728516,True,7.8949941992759705
tropical,9,0.40805380993891555,0.45326014949835614,0.9867209223465582,0.5104477611940299,0.513,0.5117206982543641,2.9223880597014924,0.14029850746268657,7.790184679067679,47.63080978393555,False,7.9810607600957155
tropical,10,0.4008747872512064,0.46467515643368984,0.9869922007460156,0.5203980099502488,0.523,0.5216957605985038,2.8626865671641792,0.1582089552238806,7.796109740201592,47.10820388793945,False,7.940606476739049
tropical,11,0.4013619797033059,0.49002408378142026,0.9866937945066124,0.5094527363184079,0.512,0.51072319201995,2.928358208955224,0.1582089552238806,8.702460264796533,57.74844741821289,False,7.9133708495646715
tropical,12,0.39261038168933327,0.49154140678168395,0.9869922007460156,0.5203980099502488,0.523,0.5216957605985038,2.8626865671641792,0.16119402985074627,7.990579282874383,69.714599609375,False,7.973571659065783
tropical,13,0.3762120518821002,0.4872131655118392,0.9868565615462869,0.5154228855721393,0.518,0.5167082294264339,2.8925373134328356,0.16417910447761194,6.932926346807916,44.47563552856445,False,7.924936573021114
tropical,14,0.36704716456080005,0.500161976408821,0.9870735842658528,0.5233830845771145,0.526,0.5246882793017458,2.8447761194029852,0.16417910447761194,7.3685034416653785,48.266815185546875,False,7.83140910230577
tropical,15,0.3588264851117408,0.49974399211528786,0.9873448626653103,0.5333333333333333,0.536,0.5346633416458854,2.7850746268656716,0.16119402985074627,7.094842634073974,27.59134292602539,False,7.832874984480441
tropical,16,0.35978224213913895,0.5149015832868985,0.9875076297049847,0.5393034825870647,0.542,0.5406483790523692,2.7492537313432837,0.16417910447761194,8.13566298502956,88.67288970947266,False,7.998733039014041
tropical,17,0.34893241779863715,0.5231077060830032,0.9877246524245507,0.5472636815920398,0.55,0.5486284289276808,2.701492537313433,0.16119402985074627,8.19630699290842,58.47889709472656,False,7.943349874578416
tropical,18,0.3423779469837648,0.5477185711704218,0.9877246524245507,0.5472636815920398,0.55,0.5486284289276808,2.701492537313433,0.14925373134328357,8.139562001688226,54.11260986328125,False,7.941884119994938
tropical,19,0.33601129547594194,0.5587306592267584,0.9876432689047134,0.5442786069651742,0.547,0.545635910224439,2.719402985074627,0.15223880597014924,8.766956261269332,49.91900634765625,False,7.960521851666272
tropical,20,0.32381648325888746,0.567516683097733,0.9873448626653103,0.5333333333333333,0.536,0.5346633416458854,2.7850746268656716,0.14626865671641792,8.323043071225209,44.47804641723633,False,7.962983979843557
tropical,21,0.3118653467487498,0.582665104081203,0.9871820956256359,0.527363184079602,0.53,0.5286783042394015,2.8208955223880596,0.14328358208955225,8.225085144266865,33.082481384277344,False,7.8389708222821355
