model_type,problem_type,eval_mode,wood_problem,wood_rows,wood_cols,network_name,graph_seed,n_nodes,n_edges,density,replication,source,sink,source_original,sink_original,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time,candidate_objective,candidate_objective_gap,candidate_pool_size,num_candidates,candidate_search_time,hybrid_total_time,candidate_exact_match,candidate_hamming_distance,candidate_correct_edges
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,0,5,1,6,1,789.9782540400003,694.0540241159998,0.12142641830131104,2,0,0,1,1,3.2763409642502666,3.453789995983243,0.1741365185007453,694.0540241159998,0.12142641830131104,5,5,0.04242263548076153,0.21655915398150682,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,0,6,1,7,1,280.08370324500004,184.159473321,0.342484153175065,2,0,0,1,1,3.388432356528938,3.587526798248291,0.004102868959307671,184.159473321,0.342484153175065,5,5,0.025766359642148018,0.02986922860145569,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,0,7,1,8,1,255.830073369,159.905843445,0.3749529078453665,2,0,0,1,1,2.5053173704072833,2.719670624472201,0.0039251213893294334,159.905843445,0.3749529078453665,5,5,0.024784264154732227,0.02870938554406166,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,0,8,1,9,1,256.58074938100003,160.656519457,0.3738559114641953,2,0,0,1,1,2.5155045492574573,2.720065292902291,0.004134088754653931,160.656519457,0.3738559114641953,5,5,0.024937354028224945,0.029071442782878876,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,0,974,1,1077,1,899.1750408960002,820.3048536079998,0.08771394189212442,2,0,0,1,1,3.7626680126413703,3.9545469991862774,0.004182708449661732,820.3048536079998,0.08771394189212442,5,5,0.030244367197155952,0.034427075646817684,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,1,5,2,6,1,514.9089634040001,418.98473348000005,0.18629357176044625,2,0,0,1,1,2.6214878717437387,2.8382917642593384,0.004314637742936611,418.98473348000005,0.18629357176044625,5,5,0.029372621327638626,0.03368725907057524,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,1,6,2,7,1,297.811966938,201.887737014,0.32209662664082933,2,0,0,1,1,3.400115517899394,3.6053933380171657,0.004173498600721359,201.887737014,0.32209662664082933,5,5,0.02439360599964857,0.02856710460036993,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,1,7,2,8,1,370.4465909210001,274.522360997,0.2589421316727854,2,0,0,1,1,3.063761292025447,3.2903264136984944,0.004167809151113033,274.522360997,0.2589421316727854,5,5,0.025805958546698093,0.029973767697811127,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,1,8,2,9,1,370.83665136100007,274.912421437,0.25866976624869875,2,0,0,1,1,3.0774168726056814,3.269872927106917,0.004164188168942928,274.912421437,0.25866976624869875,5,5,0.026124686934053898,0.030288875102996826,0,2,0
transformer,shortest_path,external,,,,rail_road_transportation_network,,1054,3250,3.0834914611005693,,1,974,2,1077,1,670.4066383000004,574.482408376,0.14308365168823892,2,0,0,1,1,2.762964565306902,2.9794568195939064,0.004158259369432926,574.482408376,0.14308365168823892,5,5,0.030372326262295246,0.03453058563172817,0,2,0
