n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
100,250,2.5,0,1,50.0,50,0.0,0,1,1,1,1,0.0977320740930736,0.12238813808653504,0.16723194101359695
100,250,2.5,1,1,24.0,18,0.25,2,0,0,1,1,0.04811134596820921,0.05381376703735441,0.001099925022572279
100,250,2.5,2,1,16.0,16,0.0,2,0,0,1,1,0.10545520496089011,0.11112205602694303,0.0011639139847829938
100,250,2.5,3,1,40.0,32,0.2,2,0,0,1,1,0.06162951700389385,0.06735919800121337,0.0010436750017106533
100,250,2.5,4,1,40.0,37,0.075,2,0,0,1,1,0.34062377898953855,0.3462945210048929,0.0011189840734004974
100,250,2.5,5,1,14.0,11,0.21428571428571427,2,0,0,1,1,0.05294896103441715,0.058680792106315494,0.0010614049388095737
100,250,2.5,6,1,30.0,29,0.03333333333333333,2,0,0,1,1,0.3819282199256122,0.3877004800597206,0.001089434023015201
100,250,2.5,7,1,24.0,24,0.0,0,1,1,1,1,0.03542599000502378,0.04104863200336695,0.001045853947289288
100,250,2.5,8,1,24.0,24,0.0,2,0,0,1,1,0.051674367976374924,0.05727893894072622,0.0010781739838421345
100,250,2.5,9,1,36.0,34,0.05555555555555555,2,0,0,1,1,0.05008929595351219,0.055626648012548685,0.0010596240172162652
100,250,2.5,10,1,43.0,38,0.11627906976744186,2,0,0,1,1,0.04341902898158878,0.04906039102934301,0.0010670750634744763
100,250,2.5,11,1,38.0,30,0.21052631578947367,2,0,0,1,1,0.06794630503281951,0.07366204599384218,0.0010731740621849895
100,250,2.5,12,1,46.0,39,0.15217391304347827,2,0,0,1,1,0.06879663106519729,0.07435161294415593,0.001079414039850235
100,250,2.5,13,1,40.0,30,0.25,2,0,0,1,1,0.047992576030083,0.05369587708264589,0.0010499850613996387
