model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
tropical_v2,shortest_path,ood_size,10025021,100,250,2.5,16,1,20.0,17,0.15,2,0,0,1,1,0.05102452216669917,0.057299734093248844,0.006066533271223307
tropical_v2,shortest_path,ood_size,10025022,100,250,2.5,17,1,43.0,34,0.20930232558139536,2,0,0,1,1,0.05160542018711567,0.058126299642026424,0.005449355114251375
tropical_v2,shortest_path,ood_size,10025023,100,250,2.5,18,1,36.0,27,0.25,2,0,0,1,1,0.04288683785125613,0.049033340997993946,0.005375816021114588
tropical_v2,shortest_path,ood_size,10025024,100,250,2.5,19,1,31.000000000000004,31,1.1460366705808067e-16,0,1,1,1,1,0.04702715016901493,0.053278562147170305,0.005359636154025793
tropical_v2,shortest_path,ood_size,10030005,100,300,3.0,0,1,22.0,17,0.22727272727272727,2,0,0,1,1,0.05789045104756951,0.0650501400232315,0.0056815240532159805
tropical_v2,shortest_path,ood_size,10030006,100,300,3.0,1,1,24.0,24,0.0,2,0,0,1,1,0.05515171308070421,0.06246382091194391,0.005415855906903744
tropical_v2,shortest_path,ood_size,10030007,100,300,3.0,2,1,31.000000000000004,31,1.1460366705808067e-16,0,1,1,1,1,0.09153578104451299,0.09890963835641742,0.005693465005606413
tropical_v2,shortest_path,ood_size,10030008,100,300,3.0,3,1,19.0,15,0.21052631578947367,2,0,0,1,1,0.06355637684464455,0.071013443171978,0.005437345243990421
tropical_v2,shortest_path,ood_size,10030009,100,300,3.0,4,1,50.0,49,0.02,2,0,0,1,1,0.05437074741348624,0.06170864403247833,0.05284218396991491
tropical_v2,shortest_path,ood_size,10030010,100,300,3.0,5,1,23.0,17,0.2608695652173913,2,0,0,1,1,0.060352380853146315,0.06750347791239619,0.005415895953774452
tropical_v2,shortest_path,ood_size,10030011,100,300,3.0,6,1,18.0,18,0.0,0,1,1,1,1,0.05908567598089576,0.0659588361158967,0.005509226117283106
tropical_v2,shortest_path,ood_size,10030012,100,300,3.0,7,1,26.0,17,0.34615384615384615,2,0,0,1,1,0.05938773509114981,0.0661923736333847,0.005462895147502422
tropical_v2,shortest_path,ood_size,10030013,100,300,3.0,8,1,17.0,17,0.0,0,1,1,1,1,0.054641816299408674,0.06157407537102699,0.005471454933285713
tropical_v2,shortest_path,ood_size,10030014,100,300,3.0,9,1,40.0,40,0.0,2,0,0,1,1,0.09623678028583527,0.1030207802541554,0.005612465087324381
tropical_v2,shortest_path,ood_size,10030015,100,300,3.0,10,1,21.0,21,0.0,2,0,0,1,1,0.05934397503733635,0.06636540312319994,0.005498625338077545
tropical_v2,shortest_path,ood_size,10030016,100,300,3.0,11,1,31.0,25,0.1935483870967742,2,0,0,1,1,0.06216074200347066,0.1690487852320075,0.005741204135119915
tropical_v2,shortest_path,ood_size,10030017,100,300,3.0,12,1,25.0,20,0.2,2,0,0,1,1,0.061644624918699265,0.06858463399112225,0.005543034989386797
tropical_v2,shortest_path,ood_size,10030018,100,300,3.0,13,1,51.0,43,0.1568627450980392,2,0,0,1,1,0.05734772374853492,0.06432577222585678,0.005564765073359013
tropical_v2,shortest_path,ood_size,10030019,100,300,3.0,14,1,18.0,18,0.0,0,1,1,1,1,0.05279951496049762,0.05977456318214536,0.005467635113745928
tropical_v2,shortest_path,ood_size,10030020,100,300,3.0,15,1,16.0,8,0.5,2,0,0,1,1,0.06138163525611162,0.0682530952617526,0.0055061462335288525
tropical_v2,shortest_path,ood_size,10030021,100,300,3.0,16,1,27.0,25,0.07407407407407407,2,0,0,1,1,0.06012377142906189,0.06712245009839535,0.0055457246489822865
tropical_v2,shortest_path,ood_size,10030022,100,300,3.0,17,1,24.0,19,0.20833333333333334,2,0,0,1,1,0.0827218797057867,0.08959763031452894,0.005581715144217014
tropical_v2,shortest_path,ood_size,10030023,100,300,3.0,18,1,20.0,12,0.4,2,0,0,1,1,0.053454841021448374,0.06038575107231736,0.005599975120276213
tropical_v2,shortest_path,ood_size,10030024,100,300,3.0,19,1,19.000000000000004,19,1.8698493046318422e-16,0,1,1,1,1,0.05817342968657613,0.06512840883806348,0.005502944812178612
tropical_v2,shortest_path,ood_size,10040005,100,400,4.0,0,1,22.0,16,0.2727272727272727,2,0,0,1,1,0.08601912576705217,0.09466159716248512,0.00695821875706315
tropical_v2,shortest_path,ood_size,10040006,100,400,4.0,1,1,15.0,15,0.0,2,0,0,1,1,0.07845810893923044,0.08708942076191306,0.0055045560002326965
