model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
edge_transformer,shortest_path,50,7,0.7025211651938504,1.3026751717468164,292.8426150418818,5.856852300837636,saved_models/edge_transformer_shortest_path_mixed_topology_best_model.pt,saved_models/edge_transformer_shortest_path_mixed_topology_final_model.pt
