model_type,problem_type,epochs,best_epoch,best_val_loss,final_val_loss,total_training_time_seconds,average_epoch_time_seconds,best_model_path,final_model_path
edge_transformer,shortest_path,50,11,0.6442946081181307,1.2973661377742032,217.94928742805496,4.358985748561099,saved_models/edge_transformer_shortest_path_best_model.pt,saved_models/edge_transformer_shortest_path_final_model.pt
