Solved n=30, m=75, budget=1, density=2.50, rep=0, flow_demand=1, objective=6.00, mip_solve_time=0.2742
Solved n=30, m=75, budget=1, density=2.50, rep=1, flow_demand=1, objective=17.00, mip_solve_time=0.0170
Solved n=30, m=75, budget=1, density=2.50, rep=2, flow_demand=1, objective=7.00, mip_solve_time=0.0159
Solved n=30, m=75, budget=1, density=2.50, rep=3, flow_demand=1, objective=3.00, mip_solve_time=0.0165
Solved n=30, m=75, budget=1, density=2.50, rep=4, flow_demand=1, objective=22.00, mip_solve_time=0.0167
Solved n=30, m=75, budget=1, density=2.50, rep=5, flow_demand=1, objective=9.00, mip_solve_time=0.0163
Solved n=30, m=75, budget=1, density=2.50, rep=6, flow_demand=1, objective=9.00, mip_solve_time=0.0165
Solved n=30, m=75, budget=1, density=2.50, rep=7, flow_demand=1, objective=3.00, mip_solve_time=0.0176
Solved n=30, m=75, budget=1, density=2.50, rep=8, flow_demand=1, objective=19.00, mip_solve_time=0.0162
Solved n=30, m=75, budget=1, density=2.50, rep=9, flow_demand=1, objective=12.00, mip_solve_time=0.0189
Solved n=30, m=75, budget=1, density=2.50, rep=10, flow_demand=1, objective=13.00, mip_solve_time=0.0165
Solved n=30, m=75, budget=1, density=2.50, rep=11, flow_demand=1, objective=17.00, mip_solve_time=0.0400
Solved n=30, m=75, budget=1, density=2.50, rep=12, flow_demand=1, objective=11.00, mip_solve_time=0.0171
Solved n=30, m=75, budget=1, density=2.50, rep=13, flow_demand=1, objective=11.00, mip_solve_time=0.0170
Solved n=30, m=75, budget=1, density=2.50, rep=14, flow_demand=1, objective=15.00, mip_solve_time=0.0167
Solved n=30, m=75, budget=1, density=2.50, rep=15, flow_demand=1, objective=10.00, mip_solve_time=0.0165
Solved n=30, m=75, budget=1, density=2.50, rep=16, flow_demand=1, objective=9.00, mip_solve_time=0.0161
Solved n=30, m=75, budget=1, density=2.50, rep=17, flow_demand=1, objective=22.00, mip_solve_time=0.0159
Solved n=30, m=75, budget=1, density=2.50, rep=18, flow_demand=1, objective=10.00, mip_solve_time=0.0157
Solved n=30, m=75, budget=1, density=2.50, rep=19, flow_demand=1, objective=6.00, mip_solve_time=0.0157
Solved n=30, m=75, budget=1, density=2.50, rep=20, flow_demand=1, objective=7.00, mip_solve_time=0.0156
Solved n=30, m=75, budget=1, density=2.50, rep=21, flow_demand=1, objective=2.00, mip_solve_time=0.0155
Solved n=30, m=75, budget=1, density=2.50, rep=22, flow_demand=1, objective=9.00, mip_solve_time=0.0170
Solved n=30, m=75, budget=1, density=2.50, rep=23, flow_demand=1, objective=23.00, mip_solve_time=0.0160
Solved n=30, m=75, budget=1, density=2.50, rep=24, flow_demand=1, objective=19.00, mip_solve_time=0.0163
Solved n=30, m=75, budget=1, density=2.50, rep=25, flow_demand=1, objective=9.00, mip_solve_time=0.0158
Solved n=30, m=75, budget=1, density=2.50, rep=26, flow_demand=1, objective=36.00, mip_solve_time=0.0160
Solved n=30, m=75, budget=1, density=2.50, rep=27, flow_demand=1, objective=16.00, mip_solve_time=0.0160
Solved n=30, m=75, budget=1, density=2.50, rep=28, flow_demand=1, objective=14.00, mip_solve_time=0.0162
Solved n=30, m=75, budget=1, density=2.50, rep=29, flow_demand=1, objective=29.00, mip_solve_time=0.0158
Solved n=30, m=75, budget=1, density=2.50, rep=30, flow_demand=1, objective=9.00, mip_solve_time=0.0171
Solved n=30, m=75, budget=1, density=2.50, rep=31, flow_demand=1, objective=12.00, mip_solve_time=0.0162
Solved n=30, m=75, budget=1, density=2.50, rep=32, flow_demand=1, objective=5.00, mip_solve_time=0.0158
Solved n=30, m=75, budget=1, density=2.50, rep=33, flow_demand=1, objective=20.00, mip_solve_time=0.0157
Solved n=30, m=75, budget=1, density=2.50, rep=34, flow_demand=1, objective=7.00, mip_solve_time=0.0163
Solved n=30, m=75, budget=1, density=2.50, rep=35, flow_demand=1, objective=11.00, mip_solve_time=0.0159
Solved n=30, m=75, budget=1, density=2.50, rep=36, flow_demand=1, objective=8.00, mip_solve_time=0.0170
Solved n=30, m=75, budget=1, density=2.50, rep=37, flow_demand=1, objective=13.00, mip_solve_time=0.0155
Solved n=30, m=75, budget=1, density=2.50, rep=38, flow_demand=1, objective=7.00, mip_solve_time=0.0165
Solved n=30, m=75, budget=1, density=2.50, rep=39, flow_demand=1, objective=23.00, mip_solve_time=0.0160
