node,lat,lon,supply
1031,43.4921,-89.4874,0
1032,43.6066,-96.6906,0
1033,43.6126,-96.7701,0
1034,43.6236,-70.3529,0
1035,43.6837,-93.3209,0
1036,43.9711,-116.914,0
1037,43.9832,-90.4405,0
1038,44.0191,-90.4976,0
1039,44.0277,-89.5222,0
1040,44.0452,-75.9144,0
1041,44.0519,-75.8266,0
1042,44.1004,-103.1512,0
1043,26.1824,-97.7147,0
1044,26.1866,-97.7302,0
1045,44.3716,-106.689,0
1046,26.1954,-97.7198,0
1047,44.7367,-93.2832,0
1048,44.8619,-93.2984,0
1049,44.8629,-93.1452,0
1050,26.2254,-97.7211,0
1051,44.9485,-92.9591,0
1052,44.9499,-93.1016,0
1053,44.953,-93.095,0
1054,44.9655,-93.2678,0
1055,44.9708,-93.4604,0
1056,44.975,-93.2876,0
1057,45.0352,-93.084,0
1058,45.0368,-93.068,0
1059,45.0671,-93.1858,0
1060,45.0694,-93.2858,0
1061,45.0905,-93.4417,0
1062,45.3685,-122.7584,0
1063,45.5036,-122.6746,0
1064,45.5252,-122.6655,0
1065,45.5327,-122.5648,0
1066,45.5473,-122.5538,0
1067,45.5488,-122.6788,0
1068,45.5497,-122.5618,0
1069,45.7243,-122.6546,0
1070,45.7952,-119.3937,0
1071,45.8246,-108.3986,0
1072,46.0085,-112.6321,0
1073,46.1068,-122.87899999999999,0
1074,27.5832,-82.5144,0
1075,46.8473,-96.8407,0
1076,46.9703,-120.5107,0
1077,47.0214,-122.906,-20000
1078,47.1038,-122.5891,0
1079,47.1568,-122.4875,0
1080,47.2304,-122.4606,0
1081,47.2411,-122.3857,0
1082,27.7582,-99.4386,0
1083,46.1894,-123.8489,0
1084,27.8651,-97.6226,0
1085,27.9002,-97.6307,0
1086,27.9644,-82.4525,0
1087,28.002,-82.3268,0
1088,28.1129,-97.8179,0
1089,28.1665,-82.3948,0
1090,28.4117,-80.8202,0
1091,39.0528,-96.7644,0
1092,28.4788,-81.4492,0
1093,33.3014,-117.3553,0
1094,31.2916,-85.709,0
1095,31.3049,-85.7369,0
1096,36.666,-87.48200000000001,0
1097,28.8611,-82.0902,0
1099,44.0561,-75.7194,0
1100,29.1553,-81.0755,0
1103,29.3168,-98.6084,0
1104,29.3294,-98.4159,0
1110,29.369,-100.8875,0
1115,29.3951,-98.4782,0
1122,29.3961,-98.5112,0
1125,29.3973,-98.6495,0
1140,29.4288,-98.5008,0
1148,29.4358,-98.39,0
1151,29.4389,-98.4783,0
1154,29.4731,-98.4053,0
1169,29.5014,-98.54899999999999,0
1177,29.5205,-98.4992,0
1180,30.3536,-81.6237,0
1181,47.0675,-122.5694,0
1182,32.5972,-88.1845,0
1183,33.7585,-118.2384,0
1184,39.0569,-96.7658,0
1185,34.7096,-77.4423,0
1186,33.2989,-117.3499,0
1187,47.1477,-122.4843,0
1188,40.0264,-74.5844,0
1189,34.7173,-76.6999,0
1190,38.0536,-122.0308,0
1191,34.0067,-77.9544,0
1192,36.9313,-76.2872,0
1193,36.8555,-76.3256,0
1194,37.7982,-122.2908,0
1196,38.7779,-104.6934,0
1197,35.1703,-79.003,0
1198,32.7296,-117.1738,0
1199,32.1228,-81.137,0
1203,47.2599,-122.40299999999999,0
1204,39.9798,-75.0895,0
1205,38.2655,-121.9325,0
1206,44.0569,-75.7074,0
1207,34.1933,-77.9522,0
1208,39.0383,-84.7162,0
1209,39.0547,-84.6633,0
1210,35.247,-116.6728,0
1211,35.2702,-116.6341,0
1212,37.9159,-85.9569,0
1213,37.9049,-85.9664,0
1214,31.0346,-93.2043,0
1216,34.6594,-98.4207,0
1217,41.1325,-112.0001,0
1218,34.573,-98.4145,0
1219,41.1939,-112.0107,0
1220,34.7478,-77.4505,0
1221,42.5154,-88.9875,0
1222,42.202,-89.0955,0
1223,37.1563,-76.5929,0
1224,32.9178,-80.066,0
1225,36.9438,-76.3192,0
1226,34.2335,-116.0564,0
1227,34.135999999999996,-115.9444,0
1228,36.0693,-80.26899999999999,0
1229,36.105,-79.936,0
