node,lat,lon,supply
646,38.8764,-84.6249,0
647,38.8823,-77.018,0
648,38.8858,-77.2201,0
649,38.9332,-94.5295,0
650,38.939,-94.5429,0
651,38.9392,-94.7476,0
652,38.9392,-94.7476,0
653,38.9422,-109.8165,0
654,38.9454,-76.8582,0
655,38.955,-76.7172,0
656,38.9618,-93.2074,0
657,38.9814,-110.2326,0
658,38.9842,-76.571,0
659,38.9915,-95.6924,0
660,39.0096,-77.1513,0
661,39.0099,-78.2977,0
662,39.0175,-77.1028,0
663,39.0205,-76.9502,0
664,39.0224,-76.9397,0
665,39.0296,-76.9477,0
666,39.0348,-84.5992,0
667,39.035,-95.6068,0
668,39.0367,-77.1447,0
669,39.0403,-94.6729,0
670,39.0417,-94.3623,0
671,39.048,-84.459,0
672,39.0535,-95.7788,0
673,39.0592,-94.4905,0
674,39.0476,-96.7586,0
675,39.0672,-76.6402,0
676,39.0958,-84.5221,0
677,39.0962,-94.5915,0
678,39.0962,-94.5729,0
679,39.0967,-94.8817,0
680,39.0995,-94.6225,0
681,39.1006,-88.5748,0
682,39.1016,-84.28399999999999,0
683,39.1049,-94.679,0
684,39.1061,-94.5709,0
685,39.1066,-94.8113,0
686,39.1068,-94.5913,0
687,39.109,-84.5021,0
688,39.1462,-75.5005,0
689,39.1483,-88.5124,0
690,39.149,-84.5399,0
691,39.1668,-94.559,0
692,39.1926,-94.6171,0
693,39.2064,-94.4917,0
694,39.2143,-84.682,0
695,39.2202,-84.7388,0
696,39.2331,-76.667,0
697,39.2356,-76.7096,0
698,39.2502,-76.6791,0
699,39.2675,-81.4993,0
700,39.271,-84.3511,0
701,39.2727,-76.5542,0
702,39.2733,-103.7072,0
703,39.9311,-86.339,0
704,39.2903,-84.4416,0
705,39.3058,-76.7438,0
706,39.3189,-94.6947,0
707,39.3422,-94.7417,0
708,39.3506,-76.4953,0
709,39.3979,-77.4241,0
710,39.4198,-76.6402,0
711,39.5005,-75.6455,0
712,39.5327,-86.8027,0
713,39.5785,-79.976,0
714,39.6141,-84.2327,0
715,39.6168,-77.7857,0
716,39.6342,-104.90700000000001,0
717,39.6839,-75.6563,0
718,39.6963,-75.6164,0
719,39.7039,-86.1082,0
720,39.7055,-75.5878,0
721,39.7088,-94.7885,0
722,39.7091,-78.1859,0
723,39.7128,-86.2643,0
724,39.7143,-75.5842,0
725,39.732,-86.0445,0
726,39.7531,-86.1453,0
727,39.766,-104.8276,0
728,39.7718,-104.8203,0
729,39.7726,-104.8299,0
730,39.7783,-104.8967,0
731,39.7801,-104.9894,0
732,39.7865,-105.0785,0
733,39.7989,-86.035,0
734,39.8018,-89.595,0
735,39.8051,-86.2752,0
736,39.775,-86.1421,0
737,39.7361,-94.8505,0
738,39.8177,-104.9828,0
739,39.8237,-104.9641,0
740,39.8281,-104.98299999999999,0
741,39.8637,-86.2742,0
742,39.8654,-84.1888,0
743,39.8676,-75.3431,0
744,39.8678,-83.9866,0
745,39.8745,-75.1021,0
746,39.8862,-94.8584,0
747,39.8922,-83.0389,0
748,39.9017,-75.111,0
749,39.9086,-75.1492,0
750,39.9289,-86.2644,0
751,39.934,-82.8522,0
752,39.9422,-118.7487,0
753,39.9481,-75.1418,0
754,39.9513,-83.0139,0
755,39.9541,-75.1409,0
756,39.9541,-75.141,0
757,39.9545,-82.9857,0
758,39.9573,-75.1458,0
759,39.9609,-75.1822,0
760,39.9647,-75.1375,0
761,39.9683,-83.0649,0
762,39.9718,-82.9836,0
763,39.9765,-83.1189,0
764,39.9853,-78.2437,0
765,39.9983,-81.556,0
766,40.0103,-82.8997,0
767,40.05,-78.5178,0
768,39.9878,-75.0892,0
769,40.0645,-75.3213,0
770,40.0917,-75.4091,0
771,40.095,-74.7511,0
772,40.1104,-82.9777,0
773,40.1127,-75.2783,0
774,40.1191,-74.7065,0
775,40.1199,-88.3049,0
776,40.128,-111.6493,0
777,40.1288,-74.8895,0
778,40.1353,-74.7155,0
779,40.1623,-80.1935,0
780,40.1784,-89.416,0
781,40.1836,-74.722,0
782,40.1885,-80.2465,0
783,40.1936,-74.6007,0
784,40.2069,-76.8754,0
785,40.2107,-76.8688,0
786,40.2117,-76.8791,0
787,40.2194,-79.6022,0
788,40.2282,-77.1344,0
789,40.2904,-74.7845,0
790,40.3087,-76.8342,0
791,40.3167,-76.9205,0
792,40.4233,-80.1059,0
793,40.4243,-76.5262,0
794,40.4341,-79.9957,0
795,40.4388,-79.7508,0
796,40.4394,-80.0102,0
797,40.4437,-89.0213,0
798,40.4584,-79.9986,0
799,40.5282,-74.3367,0
800,40.5389,-89.0031,0
801,40.5786,-75.5582,0
802,40.5853,-122.3603,0
803,40.5891,-80.0983,0
804,40.5948,-74.6229,0
805,40.6207,-89.4841,0
806,40.6362,-111.9046,0
807,40.6364,-89.5249,0
808,40.6411,-74.2058,0
809,40.6425,-74.645,0
810,40.6608,-80.0906,0
811,40.8973,-124.0832,0
812,40.6793,-74.0034,0
813,40.6892,-95.78299999999999,0
814,40.7072,-111.79700000000001,0
815,40.711999999999996,-111.7899,0
816,40.7124,-111.8193,0
817,40.7185,-111.9043,0
818,40.6755,-89.67299999999999,0
819,40.6579,-89.645,0
820,40.7416,-89.66799999999999,0
821,40.7064,-74.1513,0
822,40.7644,-111.9135,0
823,40.7654,-111.9504,0
824,40.8016,-73.9169,0
825,40.8043,-73.9182,0
826,40.805,-73.9111,0
827,40.8175,-96.7563,0
828,40.8194,-73.8104,0
829,40.8288,-73.8369,0
830,40.8291,-73.837,0
831,40.8288,-73.8453,0
832,40.83,-73.8373,0
833,40.8342,-80.3699,0
834,40.8355,-111.9154,0
835,40.8361,-73.8245,0
836,40.845,-73.9267,0
837,40.8641,-74.4168,0
838,40.9445,-77.7205,0
839,40.9705,-111.4385,0
840,40.9749,-117.7387,0
841,40.9873,-73.6701,0
842,41.0254,-81.5013,0
843,41.0255,-73.7316,0
844,41.0265,-102.1553,0
845,41.0306,-81.8904,0
846,41.0355,-81.5655,0
847,41.0452,-76.0138,0
848,41.0496,-76.8402,0
849,41.0522,-76.8716,0
850,41.0565,-73.8352,0
851,41.0599,-81.5656,0
852,41.0614,-81.5045,0
853,41.067,-75.3871,0
854,41.0683,-75.694,0
855,41.0683,-75.6941,0
856,41.1099,-80.8378,0
857,41.1137,-104.8509,0
858,41.1236,-74.1646,0
859,41.1246,-80.7499,0
860,41.1252,-80.7481,0
861,41.1275,-80.7464,0
862,41.1595,-81.7858,0
863,41.1846,-80.4434,0
864,41.185,-112.0111,0
865,41.198,-80.1598,0
866,41.2237,-96.0877,0
867,41.2263,-95.9529,0
868,41.2282,-95.8396,0
869,41.2289,-81.6274,0
870,41.2332,-95.8976,0
871,41.2388,-76.999,0
872,41.2559,-81.3714,0
873,41.2619,-95.9081,0
874,41.2757,-81.6364,0
875,41.3007,-72.9144,0
876,41.3329,-81.8168,0
877,41.3522,-81.512,0
878,41.3544,-95.9004,0
879,41.3557,-75.715,0
880,41.3678,-89.0591,0
881,41.3728,-75.574,0
882,41.3745,-72.1948,0
883,41.3792,-81.9949,0
884,41.3894,-82.1614,0
885,41.3904,-73.598,0
886,41.4006,-81.508,0
887,41.4072,-81.6468,0
888,41.4206,-81.8189,0
889,41.422,-75.6089,0
890,41.4245,-81.5326,0
891,41.428999999999995,-81.5063,0
892,41.4402,-90.3299,0
893,41.4579,-90.4953,0
894,41.4742,-81.6931,0
895,41.4823,-75.6798,0
896,41.4862,-88.1973,0
897,41.3862,-88.1926,0
898,41.494,-95.9012,0
899,41.4988,-95.585,0
900,41.5147,-74.0735,0
901,41.5256,-83.6214,0
902,41.5257,-83.463,0
903,41.5359,-90.3418,0
904,41.5374,-72.7621,0
905,41.5384,-87.9598,0
906,41.5609,-72.9166,0
907,41.5654,-87.7421,0
908,41.568999999999996,-83.5812,0
909,41.568999999999996,-87.3005,0
910,41.5777,-87.5816,0
911,41.578,-87.6681,0
912,41.59,-87.2239,0
913,41.5907,-81.44800000000001,0
914,41.5919,-83.6914,0
915,41.5922,-93.7773,0
916,41.5962,-90.5253,0
917,41.5984,-87.3066,0
918,41.6035,-90.6761,0
919,41.6521,-93.5756,0
920,41.6783,-83.5724,0
921,41.6838,-83.6947,0
922,41.6907,-83.5131,0
923,41.7042,-112.1923,0
924,41.7042,-88.0309,0
925,41.7052,-71.4728,0
926,41.7206,-87.6241,0
927,41.7355,-85.0002,0
928,41.7608,-87.8921,0
929,41.7696,-72.668,0
930,41.7775,-87.6296,0
931,41.7887,-72.5639,0
932,41.8099,-88.0498,0
933,41.8099,-88.0496,0
934,41.8126,-71.4067,0
935,41.8184,-72.6642,0
936,41.8471,-87.6415,0
937,41.8694,-87.9169,0
938,41.8739,-87.9043,0
939,41.8757,-87.6453,0
940,41.8778,-87.9188,0
941,41.905,-89.0208,0
942,41.9552,-71.304,0
943,41.9616,-87.7435,0
944,41.9659,-88.0256,0
945,41.9832,-87.8698,0
946,41.9838,-87.8468,0
947,41.9902,-87.8675,0
948,41.9922,-83.3269,0
949,42.0266,-71.2565,0
950,42.0318,-80.1222,0
951,42.0574,-88.0281,0
952,42.1045,-72.5989,0
953,42.1302,-72.0574,0
954,42.132,-72.6085,0
955,42.1345,-86.368,0
956,42.1391,-75.902,0
957,42.1497,-87.875,0
958,42.1531,-72.6478,0
959,42.1535,-79.8922,0
960,42.1579,-72.6102,0
961,42.162,-72.5472,0
962,42.1955,-71.8454,0
963,42.1955,-71.8454,0
964,42.2074,-71.1401,0
965,42.222,-83.4123,0
966,42.2253,-83.6853,0
967,42.2491,-88.9616,0
968,42.2668,-71.564,0
969,42.2972,-84.9965,0
970,42.3201,-83.08200000000001,0
971,42.3404,-71.2619,0
972,42.3463,-71.0608,0
973,42.35,-83.0992,0
974,42.3628,-71.5898,0
975,42.3685,-83.0579,0
976,42.3835,-77.3728,0
977,42.3832,-83.4264,0
978,42.3862,-83.4364,0
979,42.3912,-83.434,0
980,42.4765,-83.1116,0
981,42.4838,-83.4451,0
982,42.4952,-82.9169,0
983,42.5021,-71.1186,0
984,42.5225,-83.7533,0
985,42.5703,-113.5173,0
986,42.6332,-73.7816,0
987,42.663999999999994,-71.1941,0
988,42.6672,-73.7331,0
989,42.6749,-84.4951,0
990,42.6895,-84.6676,0
991,42.7004,-73.845,0
992,42.711999999999996,-84.6694,0
993,42.7539,-73.9336,0
994,42.7742,-84.6697,0
995,42.7904,-74.0161,0
996,42.8429,-74.0173,0
997,42.8566,-70.8964,0
998,42.9124,-112.4461,0
999,42.9194,-83.678,0
1000,42.9545,-83.7238,0
1001,42.9552,-71.4039,0
1002,42.9616,-71.418,0
1003,42.9623,-88.0364,0
1004,42.9742,-71.4135,0
1005,42.9847,-83.7331,0
1006,43.0071,-76.1339,0
1007,43.0088,-77.4394,0
1008,43.0102,-83.6793,0
1009,43.0248,-88.036,0
1010,43.0265,-88.0365,0
1011,43.0272,-88.0339,0
1012,43.0288,-77.9646,0
1013,43.0353,-87.9238,0
1014,43.0478,-77.648,0
1015,43.0512,-76.145,0
1016,43.0565,-71.4711,0
1017,43.0631,-76.0519,0
1018,43.0929,-76.1638,0
1019,43.0944,-76.0535,0
1020,43.104,-89.2823,0
1021,43.1102,-77.5999,0
1022,43.1114,-76.2646,0
1023,43.1416,-76.1123,0
1024,43.144,-77.5513,0
1025,43.1529,-123.3649,0
1026,43.1564,-77.6789,0
1027,43.292,-124.2194,0
1028,43.481,-89.4921,0
1029,43.4867,-96.7948,0
1030,43.4903,-89.4943,0
